Year,Country,Sector,Emissions
1970,Bhutan,Buildings,0.00097851803049459
1970,Botswana,Buildings,0.02510186329
1970,Central African Republic,Buildings,0.029011548300792
1970,Canada,Buildings,98.390560824802
1970,Switzerland and Liechtenstein,Buildings,17.880659099
1970,Chile,Buildings,2.62736393329
1970,China,Buildings,218.88726101117
1970,Côte d’Ivoire,Buildings,0.28170959355
1970,Cameroon,Buildings,0.05635675946
1970,Democratic Republic of the Congo,Buildings,1.07428122453
1970,Congo,Buildings,0.0407750405
1970,Cook Islands,Buildings,0.0096713505511328
1970,Colombia,Buildings,5.17449583797
1970,Comoros,Buildings,0.0087034644902376
1970,Cabo Verde,Buildings,0.060924251431663
1970,Costa Rica,Buildings,0.0840411435
1970,Cuba,Buildings,3.10507507006
1970,Cayman Islands,Buildings,0.0055264333205582
1970,Cyprus,Buildings,0.11294615965
1970,Czechia,Buildings,42.0359419077
1970,Germany,Buildings,268.38063974999
1970,Djibouti,Buildings,0.29011548300792
1970,Dominica,Buildings,0.0015789809487309
1970,Denmark,Buildings,24.802144915
1970,Dominican Republic,Buildings,0.19086117228
1970,Algeria,Buildings,1.81140133113
1970,Ecuador,Buildings,0.44764601657
1970,Egypt,Buildings,4.44024915485
1970,Eritrea,Buildings,0.0013259914478
1970,Western Sahara,Buildings,0.034952477331485
1970,Spain and Andorra,Buildings,15.207163189343
1970,Estonia,Buildings,1.5508691064111
1970,Ethiopia,Buildings,0.0843951899597
1970,Finland,Buildings,11.70712211555
1970,Fiji,Buildings,0.34358890303227
1970,Falkland Islands,Buildings,0.00063159237949237
1970,France and Monaco,Buildings,105.67823032526
1970,Gabon,Buildings,
1970,United Kingdom,Buildings,122.815437012
1970,Georgia,Buildings,2.5951738690725
1970,Ghana,Buildings,0.3828155523
1970,Guinea,Buildings,0.16246467051345
1970,Guadeloupe,Buildings,0.027632166602791
1970,The Gambia,Buildings,0.031912703159883
1970,Guinea-Bissau,Buildings,0.017406928980475
1970,Equatorial Guinea,Buildings,0.01889540628
1970,Greece,Buildings,4.52613405217
1970,Grenada,Buildings,0.0023684714152014
1970,Greenland,Buildings,
1970,Guatemala,Buildings,0.21892546187
1970,French Guiana,Buildings,0.019737261867032
1970,Guyana,Buildings,0.1059964294
1970,Hong Kong,Buildings,0.98205169799
1970,Honduras,Buildings,0.17656305853
1970,Croatia,Buildings,2.1055455886773
1970,Haiti,Buildings,0.02199850543
1970,Hungary,Buildings,16.02688945803
1970,Indonesia,Buildings,6.56190461012
1970,India,Buildings,34.49667837183
1970,Ireland,Buildings,6.39994588212
1970,Iran,Buildings,11.96724913766
1970,Iraq,Buildings,2.16919810588
1970,Iceland,Buildings,0.79874265859999
1970,"Israel and Palestine, State of",Buildings,1.68890789134
1970,"Italy, San Marino and the Holy See",Buildings,66.95955676141
1970,Jamaica,Buildings,0.29434123826
1970,Jordan,Buildings,0.36300534467
1970,Japan,Buildings,94.11872457623
1970,Kazakhstan,Buildings,10.760549840678
1970,Kenya,Buildings,0.62299122876
1970,Kyrgyzstan,Buildings,2.7249658398062
1970,Cambodia,Buildings,0.091877830235762
1970,Kiribati,Buildings,0.0096713505511328
1970,Saint Kitts and Nevis,Buildings,0.0031579618974619
1970,South Korea,Buildings,20.92721344836
1970,Kuwait,Buildings,3.37121647587
1970,Laos,Buildings,0.14507025826699
1970,Lebanon,Buildings,1.02571559662
1970,Liberia,Buildings,0.37715012793931
1970,Libya,Buildings,0.36646682074
1970,Saint Lucia,Buildings,0.0063159237791338
1970,Sri Lanka,Buildings,0.8502894
1970,Lesotho,Buildings,0.029011548329804
1970,Lithuania,Buildings,5.4508158135075
1970,Luxembourg,Buildings,1.329493707
1970,Latvia,Buildings,2.646599421243
1970,Macao,Buildings,0.15474160876977
1970,Morocco,Buildings,1.11458731
1970,Moldova,Buildings,10.141957255986
1970,Madagascar,Buildings,0.026482194
1970,Maldives,Buildings,0.0048356752755664
1970,Mexico,Buildings,12.16330435
1970,North Macedonia,Buildings,0.1851620801267
1970,Mali,Buildings,0.087034644960399
1970,Malta,Buildings,0.1010806
1970,Myanmar/Burma,Buildings,0.91895125
1970,Mongolia,Buildings,0.66116537397399
1970,Mozambique,Buildings,0.56414823
1970,Mauritania,Buildings,0.12184850286332
1970,Martinique,Buildings,0.035527071346446
1970,Mauritius,Buildings,0.04713302
1970,Malawi,Buildings,0.087034644902376
1970,Malaysia,Buildings,0.40867669
1970,Namibia,Buildings,0.29011548300792
1970,New Caledonia,Buildings,0.48560175217765
1970,Niger,Buildings,0.00629844
1970,Nigeria,Buildings,0.89922226
1970,Nicaragua,Buildings,0.19137571
1970,Netherlands,Buildings,40.006501392
1970,Norway,Buildings,7.462597242
1970,Nepal,Buildings,0.0696387
1970,New Zealand,Buildings,2.873030704498
1970,Oman,Buildings,0.13154973
1970,Pakistan,Buildings,4.407688912
1970,Panama,Buildings,0.1066826
1970,Peru,Buildings,3.80015068
1970,Philippines,Buildings,3.105153789
1970,Palau,Buildings,0.67409284667644
1970,Papua New Guinea,Buildings,0.58028103306797
1970,Poland,Buildings,61.112559966
1970,Puerto Rico,Buildings,1.9555848533831
1970,North Korea,Buildings,11.905945253914
1970,Portugal,Buildings,2.814651293
1970,Paraguay,Buildings,0.035226635
1970,French Polynesia,Buildings,0.072535129133496
1970,Qatar,Buildings,0.01259688
1970,Réunion,Buildings,0.1247496576934
1970,Romania,Buildings,18.644401049
1970,Russia,Buildings,267.14697500521
1970,Rwanda,Buildings,0.018791894
1970,Saudi Arabia,Buildings,0.57106239
1970,Serbia and Montenegro,Buildings,3.7954861054123
1970,Sudan and South Sudan,Buildings,0.3142633257346
1970,Senegal,Buildings,0.0722643
1970,Singapore,Buildings,0.32652743
1970,"Saint Helena, Ascension and Tristan da Cunha",Buildings,2.3245967827e-05
1970,Solomon Islands,Buildings,0.033849726928965
1970,Sierra Leone,Buildings,0.14505774153297
1970,El Salvador,Buildings,0.14949253082
1970,Somalia,Buildings,0.22919123157625
1970,Saint Pierre and Miquelon,Buildings,0.0078949047436546
1970,São Tomé and Príncipe,Buildings,0.0058023096311469
1970,Suriname,Buildings,0.11052866640327
1970,Slovakia,Buildings,7.46546819
1970,Slovenia,Buildings,0.8633156742057
1970,Sweden,Buildings,36.69557236
1970,Eswatini,Buildings,0.04047419196
1970,Seychelles,Buildings,0.043517322422176
1970,Syria,Buildings,1.10978122
1970,Turks and Caicos Islands,Buildings,0.00070217089418972
1970,Chad,Buildings,0.058023096601584
1970,Togo,Buildings,0.05668596
1970,Thailand,Buildings,3.148184561
1970,Tajikistan,Buildings,6.7024880655032
1970,Turkmenistan,Buildings,11.802842351233
1970,Timor-Leste,Buildings,
1970,Tonga,Buildings,0.0096713505511328
1970,Trinidad and Tobago,Buildings,0.13924605
1970,Tunisia,Buildings,0.83144574
1970,Türkiye,Buildings,10.852005706
1970,Taiwan,Buildings,3.971640379
1970,Tanzania,Buildings,0.19123489
1970,Uganda,Buildings,
1970,Ukraine,Buildings,59.623393783327
1970,Uruguay,Buildings,1.003614068
1970,United States,Buildings,883.656641656
1970,Uzbekistan,Buildings,24.290123555694
1970,Saint Vincent and the Grenadines,Buildings,0.0023684714230964
1970,Venezuela,Buildings,2.879631394
1970,British Virgin Islands,Buildings,0.0015789809487309
1970,Viet Nam,Buildings,11.744980673
1970,Vanuatu,Buildings,0.038685402252888
1970,Samoa,Buildings,0.033849726928965
1970,Yemen,Buildings,0.17287792
1970,South Africa,Buildings,17.158806364
1970,Zambia,Buildings,0.267359512
1970,Zimbabwe,Buildings,1.117427402
1970,Aruba,Fuel Exploitation,2.0095293744705e-08
1970,Afghanistan,Fuel Exploitation,0.33800077755065
1970,Angola,Fuel Exploitation,7.1559150172001
1970,Anguilla,Fuel Exploitation,0.0
1970,Albania,Fuel Exploitation,0.44886590986335
1970,Curaçao,Fuel Exploitation,7.4364639839669
1970,United Arab Emirates,Fuel Exploitation,16.390562047379
1970,Argentina,Fuel Exploitation,11.308061273803
1970,Armenia,Fuel Exploitation,0.069979940560123
1970,Antigua and Barbuda,Fuel Exploitation,8.2745327184078e-08
1970,Australia,Fuel Exploitation,11.56063524719
1970,Austria,Fuel Exploitation,3.2660760501912
1970,Azerbaijan,Fuel Exploitation,1.946185707658
1970,Burundi,Fuel Exploitation,0.00090409330192992
1970,Belgium,Fuel Exploitation,7.3127737880831
1970,Benin,Fuel Exploitation,
1970,Burkina Faso,Fuel Exploitation,0.0038746855839434
1970,Bangladesh,Fuel Exploitation,0.12734137106347
1970,Bulgaria,Fuel Exploitation,1.5957561057341
1970,Bahrain,Fuel Exploitation,1.9849406139395
1970,Bahamas,Fuel Exploitation,8.2745327181123e-07
1970,Bosnia and Herzegovina,Fuel Exploitation,0.099342401760391
1970,Belarus,Fuel Exploitation,3.388268657743
1970,Belize,Fuel Exploitation,4.7283044105188e-08
1970,Bermuda,Fuel Exploitation,1.1229722974982e-07
1970,Bolivia,Fuel Exploitation,0.93218259433096
1970,Brazil,Fuel Exploitation,9.7680242906925
1970,Barbados,Fuel Exploitation,5.0913101311047e-07
1970,Brunei,Fuel Exploitation,1.6033613410251
1970,Bhutan,Fuel Exploitation,1.9595181721693e-08
1970,Botswana,Fuel Exploitation,
1970,Central African Republic,Fuel Exploitation,0.001291561861745
1970,Canada,Fuel Exploitation,37.390277883313
1970,Switzerland and Liechtenstein,Fuel Exploitation,0.7153214988448
1970,Chile,Fuel Exploitation,7.2939712259566
1970,China,Fuel Exploitation,49.792950273098
1970,Côte d’Ivoire,Fuel Exploitation,0.062273368973677
1970,Cameroon,Fuel Exploitation,
1970,Democratic Republic of the Congo,Fuel Exploitation,0.057300270826399
1970,Congo,Fuel Exploitation,1.1777192988515
1970,Cook Islands,Fuel Exploitation,6.9549653580824e-11
1970,Colombia,Fuel Exploitation,5.3140527796186
1970,Comoros,Fuel Exploitation,0.0003874685585235
1970,Cabo Verde,Fuel Exploitation,0.0027122799096645
1970,Costa Rica,Fuel Exploitation,0.090427301245752
1970,Cuba,Fuel Exploitation,0.20987466850197
1970,Cayman Islands,Fuel Exploitation,2.068633179602e-08
1970,Cyprus,Fuel Exploitation,
1970,Czechia,Fuel Exploitation,28.034168972806
1970,Germany,Fuel Exploitation,80.79944611837
1970,Djibouti,Fuel Exploitation,0.01291561861745
1970,Dominica,Fuel Exploitation,5.9103805131485e-09
1970,Denmark,Fuel Exploitation,0.095707230079478
1970,Dominican Republic,Fuel Exploitation,
1970,Algeria,Fuel Exploitation,11.60574439814
1970,Ecuador,Fuel Exploitation,1.3713221308205
1970,Egypt,Fuel Exploitation,2.9003410656938
1970,Eritrea,Fuel Exploitation,0.040727539162489
1970,Spain and Andorra,Fuel Exploitation,7.0468763152651
1970,Estonia,Fuel Exploitation,0.96359309193997
1970,Ethiopia,Fuel Exploitation,0.061015156910048
1970,Finland,Fuel Exploitation,1.3405506103621
1970,Fiji,Fuel Exploitation,2.469012702467e-09
1970,Falkland Islands,Fuel Exploitation,2.3641522052594e-09
1970,France and Monaco,Fuel Exploitation,34.138433027614
1970,Gabon,Fuel Exploitation,0.11293190500638
1970,United Kingdom,Fuel Exploitation,66.385214080952
1970,Georgia,Fuel Exploitation,0.0037710647419863
1970,Ghana,Fuel Exploitation,0.047100379201163
1970,Guinea,Fuel Exploitation,0.0072327464270634
1970,Guadeloupe,Fuel Exploitation,1.034316589801e-07
1970,The Gambia,Fuel Exploitation,0.001420718049211
1970,Guinea-Bissau,Fuel Exploitation,0.00077493711704698
1970,Equatorial Guinea,Fuel Exploitation,
1970,Greece,Fuel Exploitation,0.86787117768274
1970,Grenada,Fuel Exploitation,8.8655707401708e-09
1970,Greenland,Fuel Exploitation,
1970,Guatemala,Fuel Exploitation,0.10932987764727
1970,French Guiana,Fuel Exploitation,7.3879756443908e-08
1970,Guyana,Fuel Exploitation,
1970,Hong Kong,Fuel Exploitation,0.03491646169
1970,Honduras,Fuel Exploitation,0.075741795368857
1970,Croatia,Fuel Exploitation,2.1470143713482
1970,Haiti,Fuel Exploitation,0.00320852259
1970,Hungary,Fuel Exploitation,2.9166693143435
1970,Indonesia,Fuel Exploitation,6.3818561772818
1970,India,Fuel Exploitation,20.201931021622
1970,Ireland,Fuel Exploitation,0.31252500729516
1970,Iran,Fuel Exploitation,44.360186903408
1970,Iraq,Fuel Exploitation,12.681506290328
1970,"Israel and Palestine, State of",Fuel Exploitation,0.57798270812577
1970,"Italy, San Marino and the Holy See",Fuel Exploitation,23.085796027849
1970,Jamaica,Fuel Exploitation,0.063724259829763
1970,Jordan,Fuel Exploitation,1.2837826697465
1970,Japan,Fuel Exploitation,53.848789503253
1970,Kazakhstan,Fuel Exploitation,3.2743473747916
1970,Kenya,Fuel Exploitation,0.19470468403251
1970,Kyrgyzstan,Fuel Exploitation,0.0063254962703501
1970,Cambodia,Fuel Exploitation,6.6072170901783e-10
1970,Kiribati,Fuel Exploitation,6.9549653580824e-11
1970,Saint Kitts and Nevis,Fuel Exploitation,1.1820761026297e-08
1970,South Korea,Fuel Exploitation,4.7412163403192
1970,Kuwait,Fuel Exploitation,27.149448733422
1970,Laos,Fuel Exploitation,1.0432448037124e-09
1970,Lebanon,Fuel Exploitation,0.32670754380953
1970,Liberia,Fuel Exploitation,0.016790304203977
1970,Libya,Fuel Exploitation,37.035371632022
1970,Saint Lucia,Fuel Exploitation,2.364152199349e-08
1970,Sri Lanka,Fuel Exploitation,0.1888217041382
1970,Lesotho,Fuel Exploitation,0.0012915618630366
1970,Lithuania,Fuel Exploitation,1.0932939793614
1970,Luxembourg,Fuel Exploitation,1.30690408
1970,Latvia,Fuel Exploitation,0.032835091175617
1970,Macao,Fuel Exploitation,1.1127944569454e-09
1970,Morocco,Fuel Exploitation,0.1031975223942
1970,Moldova,Fuel Exploitation,0.027336782941591
1970,Madagascar,Fuel Exploitation,5.3344819e-07
1970,Maldives,Fuel Exploitation,3.4774826790412e-11
1970,Mexico,Fuel Exploitation,22.888384293057
1970,North Macedonia,Fuel Exploitation,0.014640574655005
1970,Mali,Fuel Exploitation,0.0038746855878181
1970,Malta,Fuel Exploitation,
1970,Myanmar/Burma,Fuel Exploitation,0.16216731231682
1970,Mongolia,Fuel Exploitation,0.0030659987913632
1970,Mozambique,Fuel Exploitation,0.10575793448178
1970,Mauritania,Fuel Exploitation,0.0054245598193288
1970,Martinique,Fuel Exploitation,1.3298356154584e-07
1970,Malawi,Fuel Exploitation,0.003874685585235
1970,Malaysia,Fuel Exploitation,0.43544167956274
1970,Namibia,Fuel Exploitation,0.01291561861745
1970,New Caledonia,Fuel Exploitation,3.4774826786935e-09
1970,Niger,Fuel Exploitation,
1970,Nigeria,Fuel Exploitation,22.992657751896
1970,Nicaragua,Fuel Exploitation,0.0605254959024
1970,Netherlands,Fuel Exploitation,12.920463065947
1970,Norway,Fuel Exploitation,0.4014586504013
1970,Nepal,Fuel Exploitation,
1970,New Zealand,Fuel Exploitation,0.45932192382109
1970,Oman,Fuel Exploitation,7.0615948755103
1970,Pakistan,Fuel Exploitation,0.32100328735373
1970,Panama,Fuel Exploitation,0.3852895709127
1970,Peru,Fuel Exploitation,1.9506110776842
1970,Philippines,Fuel Exploitation,1.265963034162
1970,Palau,Fuel Exploitation,0.0041264250197566
1970,Papua New Guinea,Fuel Exploitation,2.5667729792148e-06
1970,Poland,Fuel Exploitation,16.037179758925
1970,Puerto Rico,Fuel Exploitation,0.00021816109921975
1970,North Korea,Fuel Exploitation,1.7126900153638
1970,Portugal,Fuel Exploitation,1.2014286390228
1970,Paraguay,Fuel Exploitation,0.0222319722322
1970,French Polynesia,Fuel Exploitation,5.2162240185618e-10
1970,Qatar,Fuel Exploitation,12.226334620169
1970,Réunion,Fuel Exploitation,0.0055537160055034
1970,Romania,Fuel Exploitation,4.4858072865079
1970,Russia,Fuel Exploitation,92.009410496155
1970,Rwanda,Fuel Exploitation,
1970,Saudi Arabia,Fuel Exploitation,38.440609585749
1970,Serbia and Montenegro,Fuel Exploitation,0.3993997327432
1970,Sudan and South Sudan,Fuel Exploitation,0.0110829215614
1970,Senegal,Fuel Exploitation,0.0563912398659
1970,Singapore,Fuel Exploitation,1.6053018854018
1970,"Saint Helena, Ascension and Tristan da Cunha",Fuel Exploitation,
1970,Solomon Islands,Fuel Exploitation,2.4342378753288e-10
1970,Sierra Leone,Fuel Exploitation,0.0064578093100164
1970,El Salvador,Fuel Exploitation,0.069561960093525
1970,Somalia,Fuel Exploitation,0.010203606835786
1970,Saint Pierre and Miquelon,Fuel Exploitation,2.9551902565742e-08
1970,São Tomé and Príncipe,Fuel Exploitation,0.00025831237105744
1970,Suriname,Fuel Exploitation,6.4939703589084e-07
1970,Slovakia,Fuel Exploitation,3.4821770250779
1970,Slovenia,Fuel Exploitation,2.9296072766943
1970,Sweden,Fuel Exploitation,3.3603539153967
1970,Eswatini,Fuel Exploitation,
1970,Seychelles,Fuel Exploitation,0.0019373427913259
1970,Syria,Fuel Exploitation,0.593267799131
1970,Turks and Caicos Islands,Fuel Exploitation,2.6283389760051e-09
1970,Chad,Fuel Exploitation,0.0025831237234899
1970,Togo,Fuel Exploitation,
1970,Thailand,Fuel Exploitation,0.1940749009025
1970,Tajikistan,Fuel Exploitation,0.0017739992660037
1970,Turkmenistan,Fuel Exploitation,1.2292073758217
1970,Timor-Leste,Fuel Exploitation,
1970,Tonga,Fuel Exploitation,6.9549653580824e-11
1970,Trinidad and Tobago,Fuel Exploitation,4.5068553304334
1970,Tunisia,Fuel Exploitation,0.20378563598677
1970,Türkiye,Fuel Exploitation,2.9467978559522
1970,Taiwan,Fuel Exploitation,1.4586746851357
1970,Tanzania,Fuel Exploitation,0.0526413895069
1970,Ukraine,Fuel Exploitation,28.49187032691
1970,Uruguay,Fuel Exploitation,0.28406585713296
1970,United States,Fuel Exploitation,353.97417107853
1970,Uzbekistan,Fuel Exploitation,1.7465226615108
1970,Saint Vincent and the Grenadines,Fuel Exploitation,8.8655707697227e-09
1970,Venezuela,Fuel Exploitation,28.222760029609
1970,British Virgin Islands,Fuel Exploitation,5.9103805131485e-09
1970,Viet Nam,Fuel Exploitation,0.027631913727076
1970,Vanuatu,Fuel Exploitation,2.7819861467104e-10
1970,Samoa,Fuel Exploitation,2.4342378753288e-10
1970,Yemen,Fuel Exploitation,0.1804685209482
1970,South Africa,Fuel Exploitation,12.544402302284
1970,Zambia,Fuel Exploitation,0.00056005531696552
1970,Zimbabwe,Fuel Exploitation,0.71482643051815
1970,Aruba,Industrial Combustion,0.00019308677654898
1970,Afghanistan,Industrial Combustion,0.10166592363473
1970,Angola,Industrial Combustion,0.25896512187
1970,Anguilla,Industrial Combustion,0.000108990823
1970,Albania,Industrial Combustion,1.37264263496
1970,Curaçao,Industrial Combustion,4.6392166413
1970,United Arab Emirates,Industrial Combustion,1.90761318
1970,Argentina,Industrial Combustion,17.19449428653
1970,Armenia,Industrial Combustion,2.6793755546637
1970,Antigua and Barbuda,Industrial Combustion,0.00079506319755462
1970,Australia,Industrial Combustion,43.633923024206
1970,Austria,Industrial Combustion,13.40354997984
1970,Azerbaijan,Industrial Combustion,8.0653484419599
1970,Burundi,Industrial Combustion,0.021638560660095
1970,Belgium,Industrial Combustion,47.60142379805
1970,Benin,Industrial Combustion,0.01244578068
1970,Burkina Faso,Industrial Combustion,0.092736688644833
1970,Bangladesh,Industrial Combustion,0.95473596485
1970,Bulgaria,Industrial Combustion,9.61972801178
1970,Bahrain,Industrial Combustion,0.42265176756
1970,Bahamas,Industrial Combustion,0.0079506319752622
1970,Bosnia and Herzegovina,Industrial Combustion,4.941399503601
1970,Belarus,Industrial Combustion,7.6304602581754
1970,Belize,Industrial Combustion,0.00045432182717407
1970,Bermuda,Industrial Combustion,0.0010790143395384
1970,Bolivia,Industrial Combustion,0.42123096562
1970,Brazil,Industrial Combustion,24.535905712107
1970,Barbados,Industrial Combustion,0.0019024726512914
1970,Brunei,Industrial Combustion,0.06737926338
1970,Bhutan,Industrial Combustion,0.00064571711244045
1970,Botswana,Industrial Combustion,0.01594569453
1970,Central African Republic,Industrial Combustion,0.030912229558582
1970,Canada,Industrial Combustion,78.27145030305
1970,Switzerland and Liechtenstein,Industrial Combustion,9.303262728
1970,Chile,Industrial Combustion,6.06517644319
1970,China,Industrial Combustion,380.30153302629
1970,Côte d’Ivoire,Industrial Combustion,0.70431109058
1970,Cameroon,Industrial Combustion,0.08089856514
1970,Democratic Republic of the Congo,Industrial Combustion,1.01502662
1970,Congo,Industrial Combustion,0.14312813418
1970,Cook Islands,Industrial Combustion,0.00042163097988158
1970,Colombia,Industrial Combustion,5.44242210628
1970,Comoros,Industrial Combustion,0.0092736688675745
1970,Cabo Verde,Industrial Combustion,0.064915682073022
1970,Costa Rica,Industrial Combustion,0.33625406147
1970,Cuba,Industrial Combustion,9.0304629452901
1970,Cayman Islands,Industrial Combustion,0.00019876579938865
1970,Cyprus,Industrial Combustion,0.38985087657
1970,Czechia,Industrial Combustion,70.62761224925
1970,Germany,Industrial Combustion,252.86872552126
1970,Djibouti,Industrial Combustion,0.30912229558582
1970,Dominica,Industrial Combustion,5.6790228396758e-05
1970,Denmark,Industrial Combustion,10.98014962238
1970,Dominican Republic,Industrial Combustion,0.66397897508
1970,Algeria,Industrial Combustion,1.05631287657
1970,Ecuador,Industrial Combustion,0.47631194946
1970,Egypt,Industrial Combustion,8.42308420789
1970,Eritrea,Industrial Combustion,0.0320331445794
1970,Western Sahara,Industrial Combustion,0.033341797455652
1970,Spain and Andorra,Industrial Combustion,57.61135169044
1970,Estonia,Industrial Combustion,3.6730376473349
